Sample Number,Year,Area,Vessel,Pot,Sex,Legal,Carapace length,Carapace width,Coxa walking leg 1 RIGHT,Coxa walking leg 2 RIGHT,Coxa walking leg 3 RIGHT,Coxa walking leg 1 LEFT,Coxa walking leg 2 LEFT,Coxa walking leg 3 LEFT,Comments,QC,Data Recorder,Samplers,CW Size Bin
185,2017,St James Bay,Medeia,,M,Sublegal,149,171,35,36,34,35,36,34,,,,,170-179
171,2025,Juneau,Medeia,11,M,Sublegal,150,171,30,31,32,31,31,32,,TJ,SYW,"AGR, SM, TJ",170-179
256,2025,Juneau,Medeia,4,M,Sublegal,146,171,31,31,31,33,32,34,,,SYW,"AGR, SM",170-179
288,2025,Juneau,Medeia,3,M,Sublegal,147,171,30,29,31,29,31,31,,,"SYW, AGR","AGR, SM, CS SYW",170-179
397,2025,St James Bay,Medeia,5,M,Sublegal,143,171,30,30,30,30,30,31,,,,,170-179
455,2025,St James Bay,Medeia,2,M,Sublegal,137,171,29,29,29,29,29,29,,,,,170-179
459,2025,St James Bay,Medeia,2,M,Sublegal,141,171,31,30,30,29,28,28,L2 REGENERATED,,,,170-179
72,2017,Excursion,Medeia,,M,Sublegal,144,172,31,33,32,32,32,32,,,,,170-179
59,2017,Excursion,Medeia,,M,Sublegal,143,172,33,35,33,33,34,32,,,,,170-179
198,2017,St James Bay,Medeia,,M,Sublegal,141,172,33,34,33,33,35,33,,,,,170-179
201,2017,St James Bay,Medeia,,M,Sublegal,141,172,33,35,33,33,34,32,,,,,170-179
295,2025,Juneau,Medeia,3,M,Sublegal,140,172,30,30,31,31,31,31,,,"SYW, AGR","AGR, SM, CS SYW",170-179
451,2025,St James Bay,Medeia,2,M,Sublegal,144,172,30,32,33,29,31,31,,,,,170-179
484,2025,St James Bay,Medeia,2,M,Sublegal,144,172,30,32,31,31,31,29,L3 REGENERATED,,,,170-179
137,2017,Excursion,Medeia,,M,Sublegal,139,173,31,32,32,32,33,31,,,,,170-179
196,2017,St James Bay,Medeia,,M,Sublegal,139,173,32,34,30,33,34,33,,,,,170-179
200,2017,St James Bay,Medeia,,M,Sublegal,147,173,34,34,34,33,35,34,,,,,170-179
71,2025,Juneau,Medeia,6,M,Sublegal,148,173,29,31,32,29,31,33,,AGR,SYW,"AGR, SM, TJ",170-179
129,2025,Juneau,Medeia,8,M,Sublegal,147,173,30,31,31,31,31,32,,AGR,SYW,"AGR, SM, TJ",170-179
143,2025,Juneau,Medeia,9,M,Sublegal,148,173,28,31,30,30,30,30,,AGR,SYW,"AGR, SM, TJ",170-179
266,2025,Juneau,Medeia,4,M,Sublegal,147,173,31,32,32,31,31,32,,,SYW,"AGR, SM",170-179
386,2025,St James Bay,Medeia,5,M,Sublegal,146,173,32,32,33,32,32,33,,,,,170-179
421,2025,St James Bay,Medeia,5,M,Sublegal,147,173,30,33,34,31,32,35,,,,,170-179
449,2025,St James Bay,Medeia,2,M,Sublegal,145,173,31,32,31,30,31,32,"R3, L2 REGENERATED",,,,170-179
479,2025,St James Bay,Medeia,2,M,Sublegal,145,173,30,31,33,30,32,33,,,,,170-179
205,2017,St James Bay,Medeia,,M,Sublegal,145,174,34,36,35,35,36,35,,,,,170-179
169,2025,Juneau,Medeia,11,M,Sublegal,143,174,30,31,31,31,32,32,,TJ,SYW,"AGR, SM, TJ",170-179
183,2025,Juneau,Medeia,11,M,Sublegal,146,174,30,31,30,30,31,31,,TJ,SYW,"AGR, SM, TJ",170-179
211,2025,Juneau,Medeia,13,M,Sublegal,151,174,31,32,32,31,30,31,,TJ,SYW,"AGR, SM, TJ",170-179
232,2025,Juneau,Medeia,14,M,Sublegal,145,174,28,28,29,29,29,30,,TJ,SYW,"AGR, SM, TJ",170-179
443,2025,St James Bay,Medeia,2,M,Sublegal,145,174,29,31,30,28,31,32,,,,,170-179
452,2025,St James Bay,Medeia,2,M,Sublegal,143,174,29,30,30,28,28,29,,,,,170-179
53,2017,Excursion,Medeia,,M,Sublegal,140,175,31,33,32,32,34,32,,,,,170-179
145,2017,Excursion,Medeia,,M,Sublegal,143,175,31,33,31,31,32,31,,,,,170-179
262,2025,Juneau,Medeia,4,M,Sublegal,142,175,29,30,30,30,31,30,,,SYW,"AGR, SM",170-179
372,2025,St James Bay,Medeia,1,M,Sublegal,154,175,32,33,34,31,34,34,,,,,170-179
373,2025,St James Bay,Medeia,1,M,Sublegal,145,175,31,31,31,32,32,31,,,,,170-179
426,2025,St James Bay,Medeia,6,M,Sublegal,144,175,31,31,31,30,31,31,,,,,170-179
458,2025,St James Bay,Medeia,2,M,Sublegal,140,175,29,30,30,29,29,30,,,,,170-179
58,2017,Excursion,Medeia,,M,Sublegal,147,176,33,34,33,32,33,31,,,,,170-179
284,2025,Juneau,Medeia,3,M,Sublegal,152,176,31,29,32,32,33,32,,,"SYW, AGR","AGR, SM, CS SYW",170-179
290,2025,Juneau,Medeia,3,M,Sublegal,149,176,31,33,32,30,32,32,,,"SYW, AGR","AGR, SM, CS SYW",170-179
294,2025,Juneau,Medeia,3,M,Sublegal,150,176,30,31,31,29,31,31,L3 REGENERATED,,"SYW, AGR","AGR, SM, CS SYW",170-179
310,2025,Juneau,Medeia,15,M,Sublegal,145,176,30,32,31,29,32,30,,,"SYW, AGR","AGR, SM, CS SYW",170-179
383,2025,St James Bay,Medeia,1,M,Sublegal,151,176,32,31,33,30,32,33,,,,,170-179
387,2025,St James Bay,Medeia,5,M,Sublegal,147,176,32,33,33,30,32,34,,,,,170-179
414,2025,St James Bay,Medeia,5,M,Sublegal,149,176,31,32,30,32,32,33,,,,,170-179
420,2025,St James Bay,Medeia,5,M,Sublegal,144,176,30,31,38,29,30,31,R3 REGENERATED,,,,170-179
430,2025,St James Bay,Medeia,6,M,Sublegal,144,176,29,31,30,27,29,31,,,,,170-179
436,2025,St James Bay,Medeia,2,M,Sublegal,143,176,30,31,32,30,31,31,R2 MISSING,,,,170-179
465,2025,St James Bay,Medeia,2,M,Sublegal,142,176,30,28,31,30,30,31,,,,,170-179
77,2017,Excursion,Medeia,,M,Sublegal,146,177,34,34,33,33,34,33,,,,,170-179
259,2025,Juneau,Medeia,4,M,Sublegal,143,177,30,30,30,31,31,31,,,SYW,"AGR, SM",170-179
272,2025,Juneau,Medeia,4,M,Sublegal,153,177,33,34,33,33,34,34,,,SYW,"AGR, SM",170-179
287,2025,Juneau,Medeia,3,M,Sublegal,147,177,29,31,31,31,31,30,,,"SYW, AGR","AGR, SM, CS SYW",170-179
435,2025,St James Bay,Medeia,2,M,Sublegal,147,177,31,32,32,30,31,32,,,,,170-179
469,2025,St James Bay,Medeia,2,M,Sublegal,148,177,32,32,32,31,33,33,,,,,170-179
471,2025,St James Bay,Medeia,2,M,Sublegal,144,177,29,33,30,28,32,32,,,,,170-179
476,2025,St James Bay,Medeia,2,M,Sublegal,143,177,30,31,31,29,31,30,,,,,170-179
138,2017,Excursion,Medeia,,M,Legal,147,178,34,35,34,35,35,34,,,,,170-179
113,2017,Excursion,Medeia,,M,Legal,157,178,37,37,37,37,39,37,,,,,170-179
245,2025,Juneau,Medeia,15,M,Legal,146,178,31,32,33,32,32,33,,TJ,SYW,"AGR, SM, TJ",170-179
261,2025,Juneau,Medeia,4,M,Legal,145,178,31,32,32,31,32,33,,,SYW,"AGR, SM",170-179
382,2025,St James Bay,Medeia,1,M,Legal,156,178,32,33,36,30,32,34,,,,,170-179
392,2025,St James Bay,Medeia,5,M,Legal,153,178,30,32,32,30,30,32,,,,,170-179
395,2025,St James Bay,Medeia,5,M,Legal,147,178,30,31,30,30,29,31,,,,,170-179
398,2025,St James Bay,Medeia,5,M,Legal,147,178,31,31,32,29,31,31,,,,,170-179
413,2025,St James Bay,Medeia,5,M,Legal,141,178,29,31,31,29,31,32,,,,,170-179
415,2025,St James Bay,Medeia,5,M,Legal,150,178,31,32,33,30,33,32,,,,,170-179
444,2025,St James Bay,Medeia,2,M,Legal,149,178,32,32,32,32,32,32,,,,,170-179
509,2025,St James Bay,Medeia,9,M,Legal,147,178,29,31,31,29,32,32,,,,,170-179
67,2017,Excursion,Medeia,,M,Legal,147,179,34,35,34,33,35,33,,,,,170-179
146,2017,Excursion,Medeia,,M,Legal,150,179,34,35,34,34,36,35,,,,,170-179
93,2017,Excursion,Medeia,,M,Legal,149,179,35,36,34,34,36,35,,,,,170-179
31,2017,Peril Strait,Medeia,,M,Legal,147,179,37,37,34,34,36,34,,,,,170-179
132,2025,Juneau,Medeia,9,M,Legal,154,179,32,34,36,31,31,35,,AGR,SYW,"AGR, SM, TJ",170-179
159,2025,Juneau,Medeia,10,M,Legal,142,179,30,32,31,30,30,31,,TJ,SYW,"AGR, SM, TJ",170-179
193,2025,Juneau,Medeia,13,M,Legal,147,179,31,31,32,31,32,33,,TJ,SYW,"AGR, SM, TJ",170-179
432,2025,St James Bay,Medeia,6,M,Legal,147,179,31,32,31,29,30,31,,,,,170-179
457,2025,St James Bay,Medeia,2,M,Legal,145,179,32,32,30,32,32,32,,,,,170-179
460,2025,St James Bay,Medeia,2,M,Legal,150,179,35,33,34,32,30,34,,,,,170-179
472,2025,St James Bay,Medeia,2,M,Legal,151,179,32,30,32,33,32,30,"R2, L3 MISSING",,,,170-179
80,2017,Excursion,Medeia,,M,Legal,151,180,32,34,31,33,34,33,,,,,180-189
71,2017,Excursion,Medeia,,M,Legal,151,180,35,36,35,35,36,35,,,,,180-189
14,2017,Peril Strait,Medeia,,M,Legal,149,180,38,38,37,37,39,36,,,,,180-189
8,2025,Juneau,Medeia,3,M,Legal,164,180,30,31,33,30,31,32,,AGR,SYW,"AGR, SM, TJ",180-189
63,2025,Juneau,Medeia,6,M,Legal,126,180,29,30,30,29,30,31,,AGR,SYW,"AGR, SM, TJ",180-189
133,2025,Juneau,Medeia,9,M,Legal,152,180,31,32,33,31,32,33,,AGR,SYW,"AGR, SM, TJ",180-189
167,2025,Juneau,Medeia,11,M,Legal,155,180,31,35,34,33,34,35,R1 regenerated,TJ,SYW,"AGR, SM, TJ",180-189
282,2025,Juneau,Medeia,3,M,Legal,153,180,31,32,33,32,32,33,,,"SYW, AGR","AGR, SM, CS SYW",180-189
399,2025,St James Bay,Medeia,5,M,Legal,148,180,32,34,34,33,34,35,,,,,180-189
405,2025,St James Bay,Medeia,5,M,Legal,145,180,30,31,31,31,33,32,,,,,180-189
411,2025,St James Bay,Medeia,5,M,Legal,149,180,31,32,32,31,32,34,,,,,180-189
440,2025,St James Bay,Medeia,2,M,Legal,154,180,33,33,33,32,33,33,,,,,180-189
616,2025,St James Bay,Medeia,5,M,Legal,148,180,31,33,32,31,32,34,,Y,,,180-189
75,2017,Excursion,Medeia,,M,Legal,148,181,32,33,31,32,33,30,,,,,180-189
127,2025,Juneau,Medeia,8,M,Legal,153,181,31,31,32,33,33,34,,AGR,SYW,"AGR, SM, TJ",180-189
136,2025,Juneau,Medeia,9,M,Legal,160,181,34,34,35,32,33,33,,AGR,SYW,"AGR, SM, TJ",180-189
162,2025,Juneau,Medeia,10,M,Legal,148,181,31,32,32,31,31,32,,TJ,SYW,"AGR, SM, TJ",180-189
172,2025,Juneau,Medeia,11,M,Legal,151,181,32,33,32,31,33,32,,TJ,SYW,"AGR, SM, TJ",180-189
278,2025,Juneau,Medeia,3,M,Legal,159,181,31,33,34,33,34,34,,,"SYW, AGR","AGR, SM, CS SYW",180-189
512,2025,St James Bay,Medeia,9,M,Legal,154,181,32,33,32,31,32,33,,,,,180-189
611,2025,St James Bay,Medeia,1,M,Legal,147,181,32,33,32,33,33,34,,Y,,,180-189
91,2017,Excursion,Medeia,,M,Legal,149,182,34,35,33,34,37,33,,,,,180-189
60,2017,Excursion,Medeia,,M,Legal,148,182,35,36,35,35,36,35,,,,,180-189
374,2025,St James Bay,Medeia,1,M,Legal,162,182,34,36,36,33,34,36,,,,,180-189
384,2025,St James Bay,Medeia,1,M,Legal,156,182,32,33,33,30,31,33,,,,,180-189
544,2025,St James Bay,Medeia,12,M,Legal,152,182,32,33,33,32,32,33,,,,,180-189
85,2017,Excursion,Medeia,,M,Legal,144,183,34,36,34,34,35,34,,,,,180-189
86,2017,Excursion,Medeia,,M,Legal,152,183,37,36,35,32,37,34,,,,,180-189
137,2025,Juneau,Medeia,9,M,Legal,154,183,32,32,33,32,33,34,,AGR,SYW,"AGR, SM, TJ",180-189
160,2025,Juneau,Medeia,10,M,Legal,152,183,31,32,32,30,31,32,,TJ,SYW,"AGR, SM, TJ",180-189
174,2025,Juneau,Medeia,11,M,Legal,157,183,32,33,33,33,32,33,,TJ,SYW,"AGR, SM, TJ",180-189
283,2025,Juneau,Medeia,3,M,Legal,152,183,33,32,33,32,34,33,,,"SYW, AGR","AGR, SM, CS SYW",180-189
285,2025,Juneau,Medeia,3,M,Legal,148,183,31,32,33,30,30,32,,,"SYW, AGR","AGR, SM, CS SYW",180-189
401,2025,St James Bay,Medeia,5,M,Legal,152,183,31,31,32,29,31,32,,,,,180-189
450,2025,St James Bay,Medeia,2,M,Legal,158,183,34,35,35,33,33,36,,,,,180-189
493,2025,St James Bay,Medeia,8,M,Legal,151,183,33,34,33,32,32,32,,,,,180-189
515,2025,St James Bay,Medeia,10,M,Legal,153,183,33,33,35,35,34,36,,,,,180-189
529,2025,St James Bay,Medeia,11,M,Legal,151,183,32,30,34,29,32,34,,,,,180-189
531,2025,St James Bay,Medeia,11,M,Legal,151,183,32,33,32,30,32,32,,,,,180-189
52,2017,Excursion,Medeia,,M,Legal,152,184,35,36,35,34,35,36,,,,,180-189
70,2017,Excursion,Medeia,,M,Legal,153,184,37,38,36,38,37,37,,,,,180-189
59,2025,Juneau,Medeia,6,M,Legal,150,184,30,31,31,30,31,32,,AGR,SYW,"AGR, SM, TJ",180-189
142,2025,Juneau,Medeia,9,M,Legal,156,184,32,33,33,32,31,32,L3 no leg,AGR,SYW,"AGR, SM, TJ",180-189
324,2025,Juneau,Medeia,14,M,Legal,153,184,34,34,33,32,35,35,,,"SYW, AGR","AGR, SM, CS SYW",180-189
510,2025,St James Bay,Medeia,9,M,Legal,154,184,33,34,33,33,33,34,,,,,180-189
554,2025,St James Bay,Medeia,13,M,Legal,155,184,32,32,33,29,32,34,,,,,180-189
572,2025,St James Bay,Medeia,15,M,Legal,137,184,30,30,32,31,31,33,"L2, L3, R2, R3 REGENERATED",,,,180-189
194,2017,St James Bay,Medeia,,M,Legal,149,185,35,36,33,35,37,35,,,,,180-189
197,2017,St James Bay,Medeia,,M,Legal,153,185,37,38,36,35,36,35,,,,,180-189
315,2025,Juneau,Medeia,15,M,Legal,159,185,34,35,35,34,35,35,,,"SYW, AGR","AGR, SM, CS SYW",180-189
380,2025,St James Bay,Medeia,1,M,Legal,152,185,31,34,34,30,32,33,,,,,180-189
381,2025,St James Bay,Medeia,1,M,Legal,150,185,32,33,33,32,33,33,,,,,180-189
491,2025,St James Bay,Medeia,8,M,Legal,158,185,34,35,35,32,34,34,,,,,180-189
535,2025,St James Bay,Medeia,11,M,Legal,151,185,31,34,34,31,35,34,,,,,180-189
74,2017,Excursion,Medeia,,M,Legal,147,186,34,36,34,34,35,34,,,,,180-189
148,2025,Juneau,Medeia,9,M,Legal,158,186,31,31,32,32,33,32,,AGR,SYW,"AGR, SM, TJ",180-189
173,2025,Juneau,Medeia,11,M,Legal,154,186,33,34,33,34,36,36,,TJ,SYW,"AGR, SM, TJ",180-189
200,2025,Juneau,Medeia,13,M,Legal,163,186,33,34,35,34,34,34,,TJ,SYW,"AGR, SM, TJ",180-189
528,2025,St James Bay,Medeia,11,M,Legal,156,186,34,35,35,33,34,34,,,,,180-189
180,2017,St James Bay,Medeia,,M,Legal,153,187,35,39,37,37,40,36,,,,,180-189
140,2025,Juneau,Medeia,9,M,Legal,154,187,31,32,33,32,32,32,,AGR,SYW,"AGR, SM, TJ",180-189
253,2025,Juneau,Medeia,4,M,Legal,156,187,31,30,31,31,32,32,,,SYW,"AGR, SM",180-189
291,2025,Juneau,Medeia,3,M,Legal,160,187,35,35,35,37,35,31,L3 REGENERATED,,"SYW, AGR","AGR, SM, CS SYW",180-189
462,2025,St James Bay,Medeia,2,M,Legal,162,187,33,35,34,33,35,36,,,,,180-189
613,2025,St James Bay,Medeia,1,M,Legal,154,187,32,32,33,32,33,34,,Y,,,180-189
620,2025,St James Bay,Medeia,2,M,Legal,159,187,32,32,34,32,32,35,,Y,,,180-189
107,2017,Excursion,Medeia,,M,Legal,153,188,35,35,35,35,37,35,,,,,180-189
69,2017,Excursion,Medeia,,M,Legal,152,188,36,35,35,38,37,34,,,,,180-189
189,2017,St James Bay,Medeia,,M,Legal,155,188,37,39,37,37,38,37,,,,,180-189
1,2025,Juneau,Medeia,3Trial,M,Legal,153,188,35,34,34,33,35,35,trial run (usable data though),AGR,AGR,"AGR, SM, TJ",180-189
257,2025,Juneau,Medeia,4,M,Legal,154,188,33,34,34,33,34,35,,,SYW,"AGR, SM",180-189
273,2025,Juneau,Medeia,4,M,Legal,162,188,33,34,32,32,35,37,,,SYW,"AGR, SM",180-189
403,2025,St James Bay,Medeia,5,M,Legal,158,188,31,32,32,31,31,32,,,,,180-189
429,2025,St James Bay,Medeia,6,M,Legal,153,188,31,32,33,31,32,33,,,,,180-189
437,2025,St James Bay,Medeia,2,M,Legal,157,188,32,33,33,32,32,33,,,,,180-189
473,2025,St James Bay,Medeia,2,M,Legal,156,188,34,34,33,33,33,34,,,,,180-189
498,2025,St James Bay,Medeia,8,M,Legal,155,188,33,34,32,32,34,33,,,,,180-189
532,2025,St James Bay,Medeia,11,M,Legal,156,188,32,34,32,33,34,34,,,,,180-189
536,2025,St James Bay,Medeia,11,M,Legal,156,188,33,35,34,32,34,34,,,,,180-189
111,2017,Excursion,Medeia,,M,Legal,154,189,33,34,34,34,35,34,,,,,180-189
126,2017,Excursion,Medeia,,M,Legal,158,189,37,39,38,37,40,36,,,,,180-189
127,2017,Excursion,Medeia,,M,Legal,161,189,37,37,37,37,38,37,,,,,180-189
208,2017,St James Bay,Medeia,,M,Legal,154,189,36,37,35,35,37,34,,,,,180-189
211,2017,St James Bay,Medeia,,M,Legal,155,189,37,39,38,37,39,37,,,,,180-189
210,2017,St James Bay,Medeia,,M,Legal,162,189,39,39,37,38,38,36,,,,,180-189
180,2025,Juneau,Medeia,11,M,Legal,154,189,33,34,33,33,34,34,,TJ,SYW,"AGR, SM, TJ",180-189
320,2025,Juneau,Medeia,15,M,Legal,160,189,33,34,34,33,34,34,,,"SYW, AGR","AGR, SM, CS SYW",180-189
492,2025,St James Bay,Medeia,8,M,Legal,155,189,31,32,29,31,32,33,,,,,180-189
309,2025,Juneau,Medeia,15,M,Legal,157,190,33,34,35,32,34,34,,,"SYW, AGR","AGR, SM, CS SYW",190-199
339,2025,Juneau,Medeia,13,M,Legal,159,190,34,35,34,34,36,35,,,"SYW, AGR","AGR, SM, CS SYW",190-199
343,2025,Juneau,Medeia,13,M,Legal,154,190,31,33,32,31,33,34,,,"SYW, AGR","AGR, SM, CS SYW",190-199
346,2025,Juneau,Medeia,13,M,Legal,155,190,32,32,32,32,32,33,,,"SYW, AGR","AGR, SM, CS SYW",190-199
349,2025,Juneau,Medeia,13,M,Legal,160,190,33,34,35,33,33,35,,,"SYW, AGR","AGR, SM, CS SYW",190-199
371,2025,St James Bay,Medeia,1,M,Legal,157,190,32,34,35,30,32,34,,,,,190-199
617,2025,St James Bay,Medeia,5,M,Legal,159,190,33,31,33,30,31,33,,Y,,,190-199
624,2025,St James Bay,Medeia,7,M,Legal,159,190,32,34,33,32,33,34,,Y,,,190-199
634,2025,St James Bay,Medeia,9,M,Legal,156,190,33,32,33,34,34,33,,Y,,,190-199
103,2017,Excursion,Medeia,,M,Legal,158,191,35,36,36,36,37,36,,,,,190-199
155,2017,Excursion,Medeia,,M,Legal,160,191,37,39,36,38,40,37,,,,,190-199
147,2025,Juneau,Medeia,9,M,Legal,137,191,36,36,36,36,36,40,,AGR,SYW,"AGR, SM, TJ",190-199
176,2025,Juneau,Medeia,11,M,Legal,159,191,33,34,33,32,36,35,,TJ,SYW,"AGR, SM, TJ",190-199
307,2025,Juneau,Medeia,15,M,Legal,160,191,34,35,34,33,35,34,L1 REGENERATED,,"SYW, AGR","AGR, SM, CS SYW",190-199
385,2025,St James Bay,Medeia,5,M,Legal,156,191,32,34,33,33,32,34,,,,,190-199
409,2025,St James Bay,Medeia,5,M,Legal,154,191,33,33,33,33,34,34,,,,,190-199
600,2025,St James Bay,Medeia,1,M,Legal,153,191,31,33,32,33,34,35,,Y,,,190-199
633,2025,St James Bay,Medeia,9,M,Legal,156,191,33,33,34,34,33,34,,Y,,,190-199
76,2017,Excursion,Medeia,,M,Legal,157,192,35,37,34,37,37,35,,,,,190-199
87,2017,Excursion,Medeia,,M,Legal,164,192,35,38,37,38,38,36,,,,,190-199
100,2017,Excursion,Medeia,,M,Legal,155,192,36,39,36,36,36,36,,,,,190-199
118,2017,Excursion,Medeia,,M,Legal,162,192,37,41,37,37,39,37,,,,,190-199
154,2017,Excursion,Medeia,,M,Legal,162,192,39,39,39,40,41,38,,,,,190-199
19,2017,Peril Strait,Medeia,,M,Legal,155,192,36,36,35,36,36,35,,,,,190-199
263,2025,Juneau,Medeia,4,M,Legal,165,192,34,35,37,37,37,37,,,SYW,"AGR, SM",190-199
277,2025,Juneau,Medeia,3,M,Legal,165,192,35,36,36,36,37,38,,,"SYW, AGR","AGR, SM, CS SYW",190-199
347,2025,Juneau,Medeia,13,M,Legal,159,192,35,36,36,36,35,36,,,"SYW, AGR","AGR, SM, CS SYW",190-199
377,2025,St James Bay,Medeia,1,M,Legal,168,192,35,37,38,35,37,38,,,,,190-199
607,2025,St James Bay,Medeia,1,M,Legal,160,192,34,35,34,34,35,36,,Y,,,190-199
612,2025,St James Bay,Medeia,1,M,Legal,163,192,35,36,35,35,37,36,,Y,,,190-199
629,2025,St James Bay,Medeia,8,M,Legal,156,192,32,33,34,32,32,35,"R3 REGENERATED, L2 INJURY MEASUREMENT MAY BE INACCURATE",Y,,,190-199
637,2025,St James Bay,Medeia,11,M,Legal,159,192,32,34,35,32,33,34,,Y,,,190-199
642,2025,St James Bay,Medeia,13,M,Legal,159,192,32,33,33,33,33,34,,Y,,,190-199
17,2017,Peril Strait,Medeia,,M,Legal,158,193,38,40,37,37,39,37,,,,,190-199
230,2025,Juneau,Medeia,14,M,Legal,158,193,32,34,34,33,33,35,,TJ,SYW,"AGR, SM, TJ",190-199
269,2025,Juneau,Medeia,4,M,Legal,162,193,35,36,35,36,37,36,,,SYW,"AGR, SM",190-199
337,2025,Juneau,Medeia,14,M,Legal,163,193,34,35,35,35,35,35,,,"SYW, AGR","AGR, SM, CS SYW",190-199
485,2025,St James Bay,Medeia,2,M,Legal,157,193,31,33,36,30,31,34,,,,,190-199
533,2025,St James Bay,Medeia,11,M,Legal,155,193,32,34,32,32,34,34,,,,,190-199
543,2025,St James Bay,Medeia,12,M,Legal,160,193,35,36,36,34,35,36,,,,,190-199
609,2025,St James Bay,Medeia,1,M,Legal,159,193,33,35,34,34,35,35,,Y,,,190-199
92,2017,Excursion,Medeia,,M,Legal,158,194,38,38,36,37,38,36,,,,,190-199
168,2025,Juneau,Medeia,11,M,Legal,158,194,35,36,34,34,36,34,,TJ,SYW,"AGR, SM, TJ",190-199
321,2025,Juneau,Medeia,15,M,Legal,164,194,32,35,34,34,34,34,,,"SYW, AGR","AGR, SM, CS SYW",190-199
344,2025,Juneau,Medeia,13,M,Legal,161,194,33,33,34,34,35,35,,,"SYW, AGR","AGR, SM, CS SYW",190-199
348,2025,Juneau,Medeia,13,M,Legal,161,194,34,35,35,34,35,36,,,"SYW, AGR","AGR, SM, CS SYW",190-199
379,2025,St James Bay,Medeia,1,M,Legal,168,194,36,38,38,36,36,38,,,,,190-199
623,2025,St James Bay,Medeia,7,M,Legal,157,194,32,33,34,34,37,35,,Y,,,190-199
95,2017,Excursion,Medeia,,M,Legal,159,195,37,39,37,39,40,38,,,,,190-199
174,2017,Excursion,Medeia,,M,Legal,155,195,38,39,38,37,37,37,,,,,190-199
202,2017,St James Bay,Medeia,,M,Legal,160,195,39,39,37,38,42,38,,,,,190-199
316,2025,Juneau,Medeia,15,M,Legal,166,195,36,36,35,38,37,36,,,"SYW, AGR","AGR, SM, CS SYW",190-199
318,2025,Juneau,Medeia,15,M,Legal,165,195,36,37,36,37,38,37,,,"SYW, AGR","AGR, SM, CS SYW",190-199
325,2025,Juneau,Medeia,14,M,Legal,161,195,34,34,35,34,35,34,,,"SYW, AGR","AGR, SM, CS SYW",190-199
329,2025,Juneau,Medeia,14,M,Legal,163,195,35,35,34,36,36,35,,,"SYW, AGR","AGR, SM, CS SYW",190-199
396,2025,St James Bay,Medeia,5,M,Legal,177,195,36,38,39,36,37,39,,,,,190-199
423,2025,St James Bay,Medeia,6,M,Legal,158,195,31,33,33,31,32,34,"R1, L2 REGENERATED",,,,190-199
530,2025,St James Bay,Medeia,11,M,Legal,159,195,34,36,34,33,35,35,R3 REGENERATED,,,,190-199
545,2025,St James Bay,Medeia,12,M,Legal,158,195,32,35,35,31,32,34,,,,,190-199
603,2025,St James Bay,Medeia,1,M,Legal,166,195,36,38,37,35,36,37,,Y,,,190-199
615,2025,St James Bay,Medeia,1,M,Legal,158,195,32,34,33,32,33,35,R3 REGENERATED,Y,,,190-199
136,2017,Excursion,Medeia,,M,Legal,158,196,36,38,37,37,39,37,,,,,190-199
152,2017,Excursion,Medeia,,M,Legal,164,196,37,38,36,38,40,38,,,,,190-199
604,2025,St James Bay,Medeia,1,M,Legal,162,196,36,34,40,36,37,38,,Y,,,190-199
610,2025,St James Bay,Medeia,1,M,Legal,160,196,32,33,34,30,33,34,,Y,,,190-199
631,2025,St James Bay,Medeia,8,M,Legal,163,196,33,34,34,34,33,35,,Y,,,190-199
635,2025,St James Bay,Medeia,9,M,Legal,170,196,34,33,35,34,32,34,,Y,,,190-199
33,2017,Peril Strait,Medeia,,M,Legal,159,197,39,40,36,39,40,39,,,,,190-199
209,2017,St James Bay,Medeia,,M,Legal,163,197,37,40,39,38,43,37,,,,,190-199
126,2025,Juneau,Medeia,8,M,Legal,156,197,35,33,35,34,32,34,,AGR,SYW,"AGR, SM, TJ",190-199
330,2025,Juneau,Medeia,14,M,Legal,161,197,34,34,34,33,36,34,,,"SYW, AGR","AGR, SM, CS SYW",190-199
334,2025,Juneau,Medeia,14,M,Legal,157,197,34,35,34,33,35,36,,,"SYW, AGR","AGR, SM, CS SYW",190-199
335,2025,Juneau,Medeia,14,M,Legal,160,197,32,35,35,33,34,35,,,"SYW, AGR","AGR, SM, CS SYW",190-199
179,2017,Excursion,Medeia,,M,Legal,162,198,37,38,39,37,38,37,,,,,190-199
32,2017,Peril Strait,Medeia,,M,Legal,166,198,40,40,39,39,38,36,,,,,190-199
199,2017,St James Bay,Medeia,,M,Legal,161,198,34,37,37,36,39,36,,,,,190-199
187,2025,Juneau,Medeia,12,M,Legal,166,198,36,37,37,36,37,37,,TJ,SYW,"AGR, SM, TJ",190-199
619,2025,St James Bay,Medeia,6,M,Legal,163,198,34,34,33,33,35,34,,Y,,,190-199
625,2025,St James Bay,Medeia,7,M,Legal,163,198,34,33,36,34,35,35,,Y,,,190-199
641,2025,St James Bay,Medeia,13,M,Legal,156,198,33,35,35,34,35,34,,Y,,,190-199
144,2025,Juneau,Medeia,9,M,Legal,164,199,35,34,35,35,35,34,,AGR,SYW,"AGR, SM, TJ",190-199
305,2025,Juneau,Medeia,15,M,Legal,159,199,33,34,34,34,34,33,,,"SYW, AGR","AGR, SM, CS SYW",190-199
327,2025,Juneau,Medeia,14,M,Legal,160,199,35,35,36,36,36,36,,,"SYW, AGR","AGR, SM, CS SYW",190-199
